CoralNet ID,Count,CoralNet Name,Mermaid Name
6155,165,Cover - Abundance of Live Coral Other species,
8565,165,Acanthogorgia sp. 1,
7594,163,Distaplia magnilarvae,
7985,163,Halcurias pilatus,
1821,163,Eucheuma denticulatum,
2879,162,Macroalgae:Laminate:Brown: Zonaria Turneriana,
1326,162,CRED-Avrainvillea spp,Avrainvillea
5854,162,ARMS-Ciliophora,
1339,162,CRED-Seagrass,Seagrass
2216,161,Porites lobata tissue loss,
3623,161,Cliona sp.,
7052,160,Ceramiaceae,
5324,160,Digitate Acro 20-50cm,
746,160,Sycon spp.,
4915,160,Bleached Orbicella franksi,
7358,160,Cliona chilensis,
4970,159,Esponja-sp-1,
2460,159,Agelas conifera/tubulata,
326,159,Macroalgae: Articulated calcareous: red,Macroalgae
5928,159,Xestospongia muta,
9328,157,Pollicipes sp,
6219,157,Goniastrea pectinata,
660,155,Chondrosia reniphormis,
8376,155,Scytothallia,
4245,155,Live Mussel,
97,155,Non-Bio,
3518,154,Astrea curta,
3094,154,Table-like Hard Coral,
7523,153,Montipora (brown) plating,
8421,153,Tegula atra,
10276,151,Non-calcareous encrusting algae,
4281,150,Foraminifera,
1255,150,Petrosia ficiformis,
1607,149,Algae: Other,
1594,149,MASE: Small or Invis Polyps,
6537,149,Leptoria phrygia,
7356,148,Encrusting Pink,
7794,148,Apoglossum ruscifolium,
3585,147,Cliona delitrix,
5173,147,Unknown-21,
7963,146,Thalamoporella sp.,
4246,146,Dead Mussel,
7586,145,Didemnum sp.1 black,
5522,145,Watersipora sp.,
3197,145,Red algae - filamentous,
7023,145,Turf Algae-covered Goniastrea,
5501,144,Tubuliporid_like,
77,144,Stylocoeniella,Stylocoeniella
5284,144,Submassive >50cm,
2133,144,Rhodymeniales Small Blade,
7421,144,Actinostola chilensis,
6905,143,Symplegma rubra,
3195,143,Bare mangrove root or substrate,
1416,143,Branching bleached,
8618,142,Clionaopsis platei,
4992,141,Fused Branching Acropora,
4926,141,Peyssonnelia_cca,
10663,140,Azooxanthellate Coral,
10075,140,hydroid loricas,
1701,140,Dark Hard Substrate,
7519,139,Lobophyllidae,
8673,139,White encrusting sponge A,
1771,138,Colpophyllia breviserialis,Colpophyllia
4045,137,Haliclona sp.,
1708,137,Lithothamnion spp.,
7259,137,Tridacna,
6183,137,Hydnophora_branching,
7038,136,Cobble (shells),
3616,135,Sponge (arborescent),Sponge
4407,135,Amansia rhodantha,
641,134,Microalgae: cyanobacteria,
5471,133,Hard Coral Mushroom,
9872,133,Dead bivalve,
6848,133,Bugula neritina,
5932,132,Soft coral_bleached,
8627,132,Native,
7802,132,Cystoseira crinita epiphyte,
8056,131,Thin plates vase,
6013,131,Dead Coral with Turf Sediment (LOF),
780,131,Chlorodesmis sp.,Chlorodesmis
2557,131,dead corallina,
1297,130,CRED-Oulophyllia spp,Oulophyllia
4524,130,Stephanocystis dioica,
559,130,Shallow Orange,
543,129,Gracilaria/Rhodymenia,Rhodophyta
1321,129,CRED-Unclassified sessile invertebrate,Other invertebrates
7408,129,Macrocystis sp.,
499,129,Echinometra lucunter,
7228,128,Protopalythoa variabilis bleached,
5712,128,Serpulidae,
6638,128,live encrusting,
5304,127,Tabulate >50cm,
3168,127,Corals:Stony Coral:massive,
5250,127,Hydrozoan-sp3,
7028,127,Turf Algae-covered Pocillopora,
3372,127,Sea Star,
291,127,Sponges: Erect forms: Simple,
2220,127,CREP-T3a Galaxaura spp,Galaxaura
6003,126,Sand with Turf,
482,125,Spirastrella sp.,
4735,125,No Disease,
5979,124,Dead Coral with Turf (LOF),
2206,124,Porites compressa algal overgrowth,Porites compressa
10257,123,Transparent pink and black encrusting bryozoa,
2089,122,Sponge: Cliona,Sponge
5317,122,Encrusting <20cm,
1753,122,Eunicella cavolinii,
5282,122,Submassive <20cm,
9093,122,Delesseriaceae,
565,122,Niphates digitalis,
7865,122,Rapana_eggs,
8067,121,Crisularia turrita,
3843,121,Perna perna,
9976,121,Tube of Serpulidae larvae,
2410,121,Bleached Orbicella,
7115,121,Anthropogenic debris,
3014,121,Dead seagrass,
2371,120,Oyster,
4098,120,Aiptasia sp.,
5172,120,Unknown-20,
1800,120,Trididemnum spp.,Ascidian
7312,120,Black Turf,
173,119,Poritidae branching,
5280,119,Foliose 20-50cm,
5933,118,Soft coral_recently dead,
1946,118,Pavona cactus,Pavona cactus
7464,118,Green_turf-CCA,
7665,118,Mycale magellanica,
9077,117,Dead Gorgonia ventalina with Turf Algae,
6685,116,Siderastrea siderea - Bleached,
5329,116,Caespitose <20cm,
387,116,Madracis,Madracis
2147,115,Soft Bleached,Bleached soft coral
1046,115,Mytilus spp.,
126,115,Acropora millepora,
5882,115,Acropora NonBranching Paling,
1610,114,Lithophyllon,Lithophyllon
4938,114,Boodlea,Macroalgae
1372,114,Porites colonensis,
4999,113,Esponja-sp-9,
5989,112,Dead Coral with Erect CCA (LOF),
9615,112,Watersipora subatra,
1880,112,ARMS-CREP-Lobophora spp,
6129,112,Gorgonia Cinza Densa,
10296,111,Black encrusting microalgae,
6665,111,Agaricia agaricites - Bleached,
2963,111,Xestospongia,
7806,111,Caulerpa geminata,
1577,111,Coscinaraea columna,
6850,111,Ectocarpaceae,
9973,110,Microphytobenthos,
4629,110,Cyclostomata,
3314,110,Favites (massive),
9600,110,Porites_diseased,
9404,109,Lumpy Overgrowing Sponge,
7351,109,Laminaria pallida,
6131,108,Coral Black Laranja,
7606,107,Clavelina lepadiformis,
5032,107,Echinophyllia_encrusting,
1700,107,White Hard Substrate,
6933,107,Coeloseris_massive,
2853,107,Macroalgae:Filamentous:Brown:Hincksia,
1874,106,ARMS-CREP-Brown upright macroalgae,
3307,106,Favia Massive,
6135,106,Coral Black Solitario,
1878,105,ARMS-CREP-Green upright macroalgae,
8803,105,Transect,
10671,105,Unidentified shaded,
9589,105,Green blade algae,
5871,105,Montipora Encrusting Bleached,
697,105,Bleached Diploria labyrinthiformes,
6324,105,Astreopora cucullata,
6220,104,Goniastrea retiformis,
8046,104,Meandering Ridges >10mm,
8391,104,Dead Oyster/Ulva,
5952,103,Galaxaura marginata,
7263,103,Sponge (encrusting),
6046,103,Dictyopteris jolyana,
2115,103,Flabellia petiolata,
5330,103,Caespitose 20-50cm,
4584,102,ARMS_OtherMollusk,Other invertebrates
1593,102,MASE: Large Rounded Polyps,
8341,102,Neoralfsia expansa,
7397,102,Cirratulus cirratus,
8041,101,Columns,
3678,101,Palmophyllum crassum,Macroalgae
7827,101,Cystophora,
4812,101,Centrostephanus,
6667,101,Agaricia tenuifolia - Bleached,
3703,101,Alcyonium coralloides,
3370,100,Shell Hash,
7021,99,Turf Algae-covered Favia,
1932,99,Tydemania expeditionis,
6150,98,Cover - Abundance of Algae Crustose Coralline,
1888,98,ARMS-CREP-Mobile fauna,
9395,98,Hymenena variolosa,
10491,98,Siphonocladus,
655,97,Agelas,Agelas
3791,97,51_encrusting_corallimopharians,
3669,97,Zanardinia typus,
2890,96,Corynactis,
5343,96,Arb Acro - Thick 20-50cm,
4982,96,Unknown-9,
1377,95,Solenastrea bournoni,Solenastrea bournoni
5303,95,Tabulate 20-50cm,
2375,95,Hard coral broken,
1980,95,Padina spp.,Padina
967,94,Champia/Lomentaria,
3351,94,Porites arnaudi,
804,94,Acroporidae (hispidose),
9891,94,Polychaete tubes,
5092,94,Porites_columnar,
1866,94,Psammocora nierstraszi,Psammocora nierstraszi
6106,93,Prionitis sp.,
6643,93,Orbicella spp.,
3828,93,Dictyosphaerea,
1804,93,Branching and calcareous algae,Macroalgae
7035,93,Vegetation,
2618,93,Thick Sediment Over Rock,
5325,92,Digitate Acro >50cm,
8059,92,Massive raised skeletal,
6095,92,Sponge: globular,
6096,91,Gorgonia Laranja,
7355,91,Codium stephensiae,
551,91,Unknown Sponge/Tunicate,
6984,91,Psammocora_submassive,
3127,91,Asteroidea,
2482,91,Benthic Invertebrate,Other invertebrates
5335,91,Linckia laevigata,
1415,91,BRA: Other,
2379,91,Acropora gemmifera,
738,91,Serpulid worms,
609,91,Plerogyra,Plerogyra
3354,91,Acropora cytherea,
4773,91,Cnidaria: Colonial anemones,Anemone
7376,90,Polysiphonia lanosa,
4925,90,Briozoo-sp.1,
5018,89,Esponja-sp-16,
4240,89,Wrangelia penicillata,Wrangelia
2626,88,Thin Turf/Biofilm on Rock,
7766,88,large shell debris,
7585,88,Polysiphonia sertularioides,
1902,88,ARMS-CREP-Octocoral,
7654,88,Porites (knobby),
2480,87,Bugula sp.,
6890,87,Bleached Macroalge:Filamentous:Red:Polysiphon,
7891,87,bostrychia,
8595,87,Acesta patagonica,
4544,87,Anthelia,
2155,86,Wood,
7591,86,Branchiomma bairdi,
5517,86,Muricea californica,
458,86,Pseudodiploria bleached,
9351,86,Osmundea sp,
3188,85,Others OT,
3477,85,Pseudosiderastrea,Pseudosiderastrea
2594,85,Acropora corymbose/tabular/plate Bleached,
9094,85,Meyenaster gelatinosus,
9729,84,leafy makroalgae,
7582,84,Kirchenpaueria halecioides,
3695,84,Ascidia conchilega,
4700,84,Fish eggs,
8600,84,Crepipatella sp,
542,84,Unknown Tunicate,
478,84,Desmapsamma anchorata,
8503,84,Dictyota cervicornis,
87,83,Blastomussa,Blastomussa
10370,83,Distromium skottsbergii,
1617,83,Ostrea edulis,
8749,83,Hormathia pectinata,
1414,83,"Fine branching non-Acroporids, Seriatopora,",
7051,83,Echinolittorina lineolata,
2433,83,cystodytes dellechiajei,
7902,83,Seagrass and sand,
2814,82,Actinia equina,
2071,82,Bleached  Porites compressa,
521,82,Unidentified Green Algae,
4535,81,Stylaster Sp.,Stylaster
7148,81,Peyssonnelia rosa-marina,
4552,81,Bleached massive,
6273,81,Acropora paniculata,
10006,81,Beige Diastoporidae with white dots,
9234,81,dead Desmophyllum dianthus,
630,81,Non-Acropora foliose,Hard coral
5302,81,Tabulate <20cm,
9596,81,Dark red encrusting algae,
7326,81,Sand - Fleshy Algae,
6266,80,Urticina felina,
5300,80,Columnar 20-50cm,
1257,80,Sarcotragus spinosulus,
5342,80,Arb Acro - Thick <20cm,
4985,80,Esponja-sp-6,
2157,80,Paramontastraea peresi,
2880,80,Bleached ulva,
1922,80,Chlorodesmis fastigiata,
9039,79,Octo Coral,
8380,79,Oyster/Ulva,
6666,79,Agaricia Lamarcki - Bleached,
5023,79,Algae-sp1,
3330,79,Gelidiella Acerosa,
9978,78,Filamentous Serpulidae,
1177,78,Porites divaricata,Porites divaricata
312,78,Macroalgae: Filamentous / filiform : brown,
3009,78,Encrusting Sponge (LOF),
8619,77,Cambre chilensis,
6904,77,Desmarestia ligulata,
7220,77,Halimeda tuna,
670,77,yellow sponge,
5159,77,Rhytisma_encrusting,
2534,76,Green encrusting algae,
1968,76,Galaxea fascicularis,Galaxea fascicularis
973,76,Chondrilla nucula,
6805,76,Bleached Mussismilia hispida,
8051,76,Solitary free living disk circular 10-30cm,
8407,76,Hard Coral (plate),
8162,76,Paracentrotus lividus,
335,75,Bryozoa: hard: branching,
2527,75,Oysters,
1030,75,Cyphastrea ocellina,Cyphastrea ocellina
6191,75,Esponja rosa,
6889,75,Sediment-covered coral,
76,75,Sandolitha,Sandalolitha
3134,74,Scrupocellaria sp.,
8054,74,Massive Shared <8mm,
3658,73,Tubulipora plumosa,
3921,73,Brillo Spike Pad,Macroalgae
6757,73,Hard Coral Plating,
5425,73,Turf on dead massive coral,
9427,73,dinoflagellates,
1303,73,CRED-Plerogyra spp,Plerogyra
7268,73,Tubastraea aurea-yellow,
7804,72,Caulerpa brownii,
8201,72,Sponges_STRI,
3081,72,Echinometra viridis,
634,72,Tubipora musica,Tubipora musica
7521,72,Montipora (purple) encrusting,
7366,72,Artificial - Fleshy Algae,
4956,72,Alveopora_massive,
8870,72,Paling Siderastrea siderea,
6835,72,Gracilaria tikvahiae,
2151,71,Fucus spiralis,
1311,71,CRED-Symphyllia spp,Symphyllia
3212,71,Bivalvia,
10832,71,Carbonate,
7590,71,Virididentula dentata,
5893,71,Goniopora Healthy,
1098,70,"sea star, unidentified",
2421,70,Sarcothelia edmonsonii,
2194,70,Pavona varians bleached,Bleached coral
7054,70,Isognomon bicolor,
4062,70,Brachiopoda,
712,69,Diaperoecia californica,
1973,69,Porites annae,Porites
9410,69,Yellow encrusting algae,
9889,69,Oceanapia n0dosa,
1426,69,TFP: Visible Relief Structures,
4625,69,Platonea stoechas,
4617,69,Porites asteroides orange,
1964,69,Scapophyllia,
3323,68,Pavona venosa,
4621,68,Bleached Other Acropora,
8346,68,Cyanobacteria_gelatinous,
8863,68,Porites bleached hypermycosis,
7056,68,Lottia subrugosa,
8064,68,Thin plates leafy fronds,
6309,68,Psolus phantapus,
6363,67,Montipora tuberculosa,
2805,67,Taonia atomaria,
8142,67,Erected bryozoan,
3007,67,Pavement (LOF),
6119,67,Neorhodomela sp,
9422,67,bacteria mat patagonia,
338,67,Ascidians: Unstalked: Colonial,
2436,67,Montipora danae,
5011,67,Ascidia-sp13,
469,67,Leptogorgia virgulata,
9311,66,Phorcus sp,
7830,66,Cystoseira crinita Polysiphonia subul,
7418,65,Aspidostoma giganteum,
5897,65,Platygyra Healthy,
129,65,Acropora humilis,Acropora humilis
8668,65,Algae 1A,
2888,64,Carijoa,
4244,64,Dead Barnacle,
1806,64,Recently killed coral,Dead coral
7026,64,Turf Algae-covered Cyphastrea,
558,64,Clear algae?,
611,64,Astreopora (encrusting),
2644,64,Sandy Turf,
4413,64,Chnoospora implexa,
7044,63,sea anenome,
9379,63,light yellow sponge patagonia,
1713,63,Unidentified green film,
7470,63,Hybocodon chilensis,
5872,63,Montipora Plating Healthy,
5281,63,Foliose >50cm,
6642,63,Live foliaceous,
3565,63,Caulerpa cupressoides,
10004,63,red Watersiporidae,
5982,63,Pavement and Turf Sediment,
10279,62,Remnants,
7370,62,Pavement - CCA,
4460,62,bleached cca,
9578,62,Brown-orange encrusting sponge,
6853,62,Bleached Egregia,
396,62,Solenastrea,
2048,62,Podabacia,Podabacia
2486,62,Asparagopsis armata,
8568,62,Thouarella sp 1,
8208,62,Bivalves_STRI,
1162,62,Echinometra mathaei,
8052,62,Massive No Walls,
8609,62,Stelletta sp,
2861,61,Macroalgae: Membraneous: Red: Schizymenia,
9587,61,Spirobranchus lamarcki,
4236,61,Eudendrium carneum,
8615,61,Unidentified white Chondrillidae,
1438,61,EAM: Rock or Substrate,
9987,61,yellow and black flecked Didemnidae,
9491,61,Stoechospermum sp,
9664,61,Symploca BCM,
3660,61,Caberea boryi,
4495,61,Platygyra pini,
9314,60,Chondrus crispus,
9275,60,Littorina sp.,
8410,60,CCA_Patchy,
1715,60,Botryocladia Sp.,
8556,60,Eurypodius latreillei,
2055,60,Discosoma,Discosoma
8871,60,Partially Bleached Siderastrea siderea,
4983,60,Ascidia-sp-6,
4519,60,Porites rus bleached,
4124,59,Trididemum solidum.,
7964,59,Branchiomma luctuosum,
10065,59,Tubulipora white,
7365,59,Artificial - Bare,
5318,58,Encrusting 20-50cm,
6268,58,Acropora polystoma,
7820,58,Sargassum sinclairii,
3525,58,Debris,
1548,58,Montipora aequituberculata,
2208,58,Porites compressa tissue loss,
3629,58,Odontaster penicillatus,
1865,58,Porites lichen,
433,58,Ventricaria sp.,Ventricaria
1863,58,Leptoseris incrustans,Leptoseris
1719,58,Pinctada radiata,
1061,57,"Sponge, unidentified",Sponge
5815,57,Pseudoterogorgia bipinnata,
3320,57,Dendrophyllia,
3988,57,Polyplacophora,
3176,57,Corals:Stony Coral:Mushroom,
6895,57,Bleached Acrosiphonia,
3053,56,Watersipora subtorquata,
10196,56,Sabellaria alveolata,
5381,56,Paragoniastrea,
181,56,Macroalgae 1,
3737,56,Other benthic,
10392,56,Diadumene cincta,
7737,56,Carpophyllum flexuosum,
6188,56,Esponja laranja,
10183,56,To identify,
4242,56,Exposed Rock,Rock
4566,56,Bleached Other Corals,
3264,56,Lebrunia spp.,
337,55,Ascidians: Unstalked: Solitary,
4410,55,Caulerpa peltata,
4533,55,Sinularia sp.,
918,55,Alcyonium spp.,
6085,55,Bleached coral point,
5669,55,Dead Acropora (digitate),
1576,55,Psammocora contigua,
2381,54,Acropora divaricata,
4424,54,Galaxaura spp.,
7420,54,Reteporella magellensis,
1398,54,Diseased Coral,Hard coral
2351,54,Porites Sub-Massive,
1927,54,Halimeda macroloba,
8039,54,Branching No axial Corallite,
3059,54,Niphates sp,Niphates
4264,54,"Uknown, algae",
5082,53,Pavona_foliose,
8848,53,Xenia cf crassa Bleached,
6864,53,Diploria spp,Diploria
527,53,Unidentified Hard Coral,Hard coral
2158,53,Cottoniella filamentosa/fusiformis,
1652,53,Leathery Macrophytes: Brown,
1497,53,Didemnum spp. (native),
3355,53,Echinopora lamellosa,
8693,53,Ptilophora kutzing,
7821,53,Spatoglossum Chapmanii,
5885,52,Other Branch Healthy,
2645,52,Turf on Sand,
3244,52,Scolymia wellsi,
9455,52,Bare Rocks,
3957,52,Crinoidea,
10259,52,Remains,
8053,51,Thin plates with fingers,
7058,51,Petaloconchus varians,
6199,51,macroalga ou brioarb,
481,51,Leptogorgia hebes,
569,51,Callophyllis spp.,
1455,51,"Sea cucumbers, sea urchins, sea stars, lobste",
3241,50,Siderastrea stellata,
6870,50,Padina jamaicensis,Padina
3598,50,Bryopsis spp.,Macroalgae
5019,50,Esponja-sp-17,
1967,50,Lobophyllia hemprichii,
1663,49,Corallina officinalis (canopy),
6639,49,Live Branching,
5449,49,CCA on dead branching,
8259,49,Crella cyathophora,
3268,49,Valonia spp.,Valonia
3232,49,Cycloseris,Cycloseris
9382,49,Spirorbids,
4520,49,Bleached Pocillopora damicornis,Bleached coral
7296,49,Orbicella annularis - Dead,
7460,49,Snail_poop,
334,49,Bryozoa: hard: encrusting,
1724,49,Phallusia nigra,
4631,48,Pyuridae,
603,48,Acropora (arborescent table),Acropora
4748,48,Drink Bottles – Green,
4562,48,Partial Bleaching Other Corals,
279,48,Sponges: Massive forms: Irregular,
647,48,Articulate Calcareous Algae (ACA),
8010,48,scytothamnus sp,
7592,48,Celleporaria inaudita,
646,47,Leathery Macrophytes,
10151,47,Spirobridae,
6172,47,Plating Coral bleached,
4639,47,Cheilostomata,
1981,47,Turbinaria ornata,
9985,46,Pink-salmon Didemnidae with dark channels,
4754,46,Floating Fishing Gear,
1359,46,Agaricia grahamae,Agaricia grahamae
6851,46,Pennaria spp,
658,46,parazoantus axinella,
1423,46,MASE: Other,
5331,46,Caespitose >50cm,
484,46,Titanideum frauenfeldii,
9594,46,Red non-calcareous blade algae,
9993,46,Yellow Didemnidae,
9321,46,Notochthalamus scabrosus,
3965,45,Montipora meandrina,
7610,45,Worm tube - Calcareous,
3257,45,Muricea flamma,
6779,45,Acetabularia crenulata,
3366,45,Recently Dead (LOF),
4984,45,Esponja-sp-5,
2024,45,Actinotrichia sp.,
9387,44,light orange encrusting sponge patagonia,
6637,44,Live Massive,
7543,44,Bleached Hard Coral Massive,Bleached coral
3638,44,Branching Soft Coral,Soft coral
4301,44,Bushy Dictyota,
3592,44,Parabunodactis imperfecta,
8885,44,Pelvetia,
9892,44,Echinaster sp,
3362,44,Turf Algae Alga,
417,44,Cirrhipathes sp.,
292,43,Sponges:crusts,
5424,43,Turf on dead branching,
8375,43,Porites porites - bleached,
5870,43,Montipora Encrusting Paling,
4137,43,Mycale sp,
4758,43,Patinella radiata,
1776,43,Diploria strigosa,
5382,43,Paramontastraea,
7406,43,Axinella crinita,
4590,43,Pale foliose,
8330,43,Echinostrephus sp,
640,43,Desmarestia sp.,
8718,43,Dead Serpulidae,
8607,43,Fusitrion cancellatus,
3488,43,Hymeniacidon perlevis,
3177,43,Coral:SoftCorals,
8566,42,Mesozoanthus fossii,
2491,42,Bleached Isopora,
7897,42,Millepora (branching),
2214,42,Porites lobata algal overgrowth,
9989,42,Transparent Didemnidae with light patterns,
1718,42,Malleus regula,
1014,42,"Ascidian, unidentified",
8411,42,Oyster/Dictyota,
1648,41,Crown of Thorns Sea Star,Acanthaster planci
8042,41,Meandering Ridges 1-4mm,
10195,41,Gelidium pulchellum,
7793,41,Callithamnion corymbosum,
906,41,Unidentified crab,
8880,41,Fluorescent Acropora,
2622,41,Biofilmed Rock,
6328,41,Astreopora randalli,
8241,41,Unknown_STRI,
3738,41,"Other, mobile and manmade",
4454,41,Dead Pocillopora with sedimented turf,
3191,40,Sponge: other,
1777,40,Favia fragum,Favia fragum
8599,40,Fissurella sp,
7884,40,Cnidaria: Hydroids,
4642,40,Paraleucilla magna,
7395,40,Campylonotus vagans,
6564,40,Reel,
3676,40,Mesophyllum spp. Encrusting,
5953,40,Lyngbya,
3606,39,Leptoseris yabei,
6605,39,Lace Coral,Hard coral
8345,39,Corallimorphidae,
1427,39,TFP: Visible Round Corallites,
4645,39,Sabellaria sp.,
3010,39,Rubble (LOF),
5904,39,Porites Dead,
6409,39,Porites vaughani,
5214,39,Epizoanthus_arborescent,
8594,38,Ophiuroglypha lymani,
3924,38,Turf Algae on dead encrusting coral,
6168,38,Acropora cervicornis recently dead,
1260,38,Diadema setosum,
4752,38,Plastic Bags,
3251,38,Phyllogorgia dilatata,
9576,38,Dead_organism,
6086,38,other disease,
5348,37,Ectopleura larynx,
9489,37,Dictyota sp.,
7489,37,Kelp - holdfast,
1910,37,Niphates toxifera,
6125,37,Gorgonia Laranja Pequena,
6740,37,Debris Coral,
3582,37,Stephanocoenia spp.,
5963,37,perforatus perforatus,
5301,37,Columnar >50cm,
8623,37,Disc Macrocystis pyrifera,
3972,37,Astreopora gracilis,
5518,37,Muricea fruticosa,
6761,37,Gibbula spp.,
226,37,Bryzoa,
3415,37,Balanus eburneus,
8048,37,Massive Separate <8mm,
5093,36,Porites_foliose,
4980,36,Esponja-sp-4,
10012,36,Red radial Cheilostomatida,
4494,36,Montipora verrucosa,Montipora
2975,36,Siphonaria sp,
5951,35,Gelatinous red,
3072,35,Opheodesoma spectabilis,
1134,35,synaptula,
5908,35,Chondracanthus sp.,
3531,35,Sandalolitha,Sandalolitha
5001,35,Briozoo-sp-4,
2856,35,Macroalge: Membraneous: Red: Porphyra,
1728,35,Phorbas tenacior,
9222,35,Coral Killing Sponge,
2878,35,Macroalgae: Laminate: brown: padina,
5827,35,Other macroalgae,
2476,35,Penicillus spp.,Penicillus
5333,34,Tunicate (solitary),
6872,34,Rhipocephalus phoenix,Rhipocephalus
5288,34,Soft <20cm,
8055,34,Thin plate septo-costae,
5889,34,Acanthastrea Healthy,
172,34,Poritidae encrusting,
7728,34,Cystophora sp.,
7747,34,Eunicea flexuosa,
2366,34,Concrete,
3706,34,Ciona sp.,
7566,34,encrusting sessile invertebrate,
4986,33,Esponja-sp-7,
4941,33,Briozoo-sp.2,
6123,33,Gorgonia Vermelha Fina,
993,33,"Annelida, unidentified",
5838,33,ARMS-Polyplacophora,
6860,33,Bleached Chondracanthus sp.,
4961,33,other Algea,
197,33,Scolymia,Scolymia
3364,33,Corals Submassive,
6164,33,Fish_net,
3086,33,Rumphella sp.,
5883,33,Acropora NonBranching Bleached,
9239,33,Greyish encrusting sponge,
7837,32,Lessonia,
2536,32,Acetabularia spp.,Acetabularia
4751,32,Tetra Pak,
2496,32,Bleached Favites,Bleached coral
6641,32,Live Columnar,
3203,32,Porifera - red,
7913,32,Mytilus chilensis,
4518,32,Porites monticulosa bleached,Bleached coral
1358,32,Agaricia fragilis,Agaricia fragilis
6044,32,Chaetomorpha Spp.,
8079,32,Bleached Siderastrea radians,
6595,32,Unknown Coral Bleached,
4071,32,Ochrophyta,
8196,32,Lithophyllum_necrosed,
4764,32,(Dark) Drink Bottles – Green,
5474,32,Red_algae_corticated_foliose,
224,32,Bleached Goniopora,Bleached coral
10277,32,Dead with Snail Damage,
4322,31,Agelas clathrodes,
7892,31,Gigartna Atropurpurea,
9101,31,Diadumene leucolena,
1963,31,Hydnophora microconos,Hydnophora
1044,31,Lytechinus variegatus,
7487,31,Metal,
1464,31,Anomia simplex,
2532,31,Green turfing algae,
1814,31,Amphibalanus amphitrite,
5024,31,Unknown-16,
7135,31,Orange encrusting sponge,
8402,30,Mytilus edulis/Gracilaria secundata,
9991,30,Transparent Didemnidae with coloured zoids,
6678,30,Orbicella spp. - Bleached,
2001,30,Cinachyrella sp.,
443,30,Porites brighami,Porites brighami
10268,30,Red bryozoa with partial calcification,
4249,30,Tube Worm,
649,30,axinella polypoides,
7625,30,Acropora cervicornis - outplanted,
3681,30,Styela plicata,
7974,30,Ascidiidae,
6162,30,Acropora cervicornis - bleached,
7927,30,Chaetopterus variopedatus tubes,
5293,30,Corymbose <20cm,
1125,30,"Anemone, unidentified",Anemone
2596,30,Favidae-Mussidae massive/meandroid Bleached,
4963,30,invertebrate,
3532,30,POLYPHYLLIA,Polyphyllia
3449,30,Asterocarpa humilis,
601,30,Acropora (hispidose),
3054,30,Dipsastraea pallida,
7144,30,Phallusia mammillata,
1786,30,Mycetophyllia lamarckana,Mycetophyllia lamarckiana
7605,30,Scrupocaberea maderensis,
9361,29,Red encrusting sponge,
7676,29,Porania antarctica,
212,29,Bleached Montipora,Bleached coral
1076,29,Crossaster papposus,
1411,29,"Acropora digitate, branches resembling finger",
2218,29,Basalt,Bare substrate
231,29,Worms,
1035,29,Psammocora stellata,Psammocora stellata
5009,29,Esponja-sp13,
8670,29,Algae 3A,
7741,29,Sand / Shell Hash,
7187,29,Esponja,
5037,29,Favites_encrusting,
1160,29,"Kelp, dead holdfast",
7010,29,Gelidium crinale,
555,29,Porites bernardi,
2498,29,Leptastrea bewickensis,Leptastrea
2284,29,Cyphastrea (sub-massive),
4634,29,Styelidae,
6081,29,Black Sea Urchin,
4390,28,Other Calcified Invert,
6636,28,Live plate-like,
8005,28,Unidentified Soft Coral,
127,28,Acropora hyacinthus,
4990,28,Bubarida,
1941,28,Acropora subgenus Isopora,
7307,28,Chondrosia reniformis,
4267,28,"Unknown, other",
3368,28,Lobophora on Rubble,
7599,28,Nolella gigantea,
659,28,dictyonella,
5810,28,Montastrea annularis,
3274,28,Fire Coral 1,
10768,28,Durvillea,
2200,28,Pocillopora meandrina tissue loss,
11043,28,Reef Cement,
4749,27,Drink Bottles – Transparent,
8829,27,Porites Healthy Hypermycosis,
6143,27,Coral Black Igual 8 Mais Longo,
1860,27,Pavona maldivensis,Pavona maldivensis
5013,27,Ascidia-sp-14,
8608,27,Postures,
6192,27,Crinoide,
2458,27,Madracis senaria,Madracis senaria
4753,27,Other Containers,
7342,27,Dead Dipsastraea with Turf Algae,
1824,27,Echinothrix diadema,
1180,27,Montastraea annularis,
4327,27,Weight,
144,27,Crown of thorns starfish,Acanthaster planci
5267,27,Millepora_encrusting,
2210,27,Porites evermanni bleached,Bleached coral
8446,27,Polychaeta (feathered),
613,27,Astreopora (massive),
5083,27,Pavona_massive,
4183,27,Molluscs: Gastropods: Shelled,
10256,27,Schizoporella dunkeri without ovicell,
518,27,Unknown Bryozoan,
6896,27,Bleached Halosaccion glandiforme,
4107,26,Bugulina sp.,
8578,26,Hornera sp,
9078,26,Dead Gorgonia ventalina with Cyanobacteria,
7325,26,Coral Rubble - Fleshy Algae,
1316,26,CRED-Bryozoan,Bryozoan
5319,26,Encrusting >50cm,
1404,26,Non hermatypic: Heliopora (Blue coral),
5074,26,Oulophyllia_massive,
7973,26,Didemnum maculosum,
8744,26,Epizoanthus fiordicus,
5925,26,Niphates erecta,Niphates erecta
1315,26,CRED-Bivalve,Bivalvia
770,26,Bleached Stylophora pistillata,Bleached coral
3815,26,Ciona robusta,
4323,26,Acropora retusa,
7674,26,Anasterias antarctica,
9388,26,Black encrusting sponge,
5061,26,Leptoseris_encrusting,
2847,26,Macroalgae:Encrusting:Red:Non-calcareous,
7858,26,Patiriella regularis,
3595,26,Cycethra verrucosa,
3027,25,Diadema sp,
